Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
38,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Divorced,7,1,4,0,0,Executive,18057,0
41,Self Enquiry,1,7,Salaried,Male,3,4,Basic,4,Divorced,5,0,1,1,2,Executive,21065,0
28,Self Enquiry,1,12,Large Business,Male,3,5,Standard,3,Married,3,1,3,0,1,Senior Manager,31486,0
43,Company Invited,1,8,Salaried,Female,4,2,Standard,4,Single,3,0,3,1,1,Senior Manager,21050,1
47,Self Enquiry,1,25,Small Business,Female,3,4,Deluxe,3,Married,4,0,5,0,1,Manager,23488,0
30,Company Invited,1,21,Salaried,Fe Male,3,4,Standard,3,Unmarried,2,1,5,1,1,Senior Manager,26231,1
36,Self Enquiry,3,17,Small Business,Male,3,5,Standard,5,Married,2,0,5,1,2,Senior Manager,28984,1
44,Company Invited,1,24,Large Business,Male,3,5,Basic,3,Married,2,1,5,1,2,Executive,21115,1
34,Self Enquiry,3,17,Small Business,Male,3,4,Deluxe,3,Unmarried,3,0,1,0,1,Manager,24165,0
26,Self Enquiry,1,27,Small Business,Male,2,3,Basic,3,Married,2,0,5,1,1,Executive,17377,1
31,Self Enquiry,3,19,Large Business,Fe Male,3,4,Deluxe,3,Unmarried,2,0,1,1,2,Manager,25255,0
22,Company Invited,3,25,Small Business,Female,4,4,Deluxe,3,Married,2,1,5,0,2,Manager,21303,1
56,Self Enquiry,3,20,Small Business,Male,3,2,Super Deluxe,3,Single,8,1,3,1,2,AVP,32373,1
36,Self Enquiry,3,8,Small Business,Male,3,4,Standard,3,Divorced,2,0,2,1,0,Senior Manager,22596,0
58,Self Enquiry,1,13,Small Business,Female,2,4,Standard,5,Divorced,1,1,4,1,0,Senior Manager,25008,1
41,Self Enquiry,1,15,Small Business,Male,4,5,Basic,3,Unmarried,3,1,4,1,3,Executive,27772,1
34,Self Enquiry,1,25,Small Business,Male,3,3,Basic,3,Married,1,0,3,0,0,Executive,17661,0
44,Self Enquiry,1,15,Salaried,Male,3,3,Basic,5,Divorced,2,1,3,1,0,Executive,17559,0
39,Self Enquiry,1,12,Small Business,Male,3,3,Basic,5,Divorced,1,1,2,1,1,Executive,17404,1
31,Self Enquiry,2,16,Salaried,Male,3,4,Deluxe,3,Divorced,2,1,3,1,2,Manager,25025,0
34,Self Enquiry,3,32,Small Business,Male,3,5,Standard,4,Unmarried,4,1,5,1,1,Senior Manager,27058,1
33,Self Enquiry,1,20,Small Business,Male,2,3,Basic,3,Married,6,1,1,1,1,Executive,17436,1
47,Self Enquiry,3,22,Small Business,Male,3,6,Deluxe,3,Married,8,1,1,0,2,Manager,22101,1
58,Self Enquiry,3,16,Small Business,Male,2,3,Super Deluxe,3,Single,1,0,3,0,1,AVP,28872,0
48,Company Invited,3,10,Small Business,Female,3,4,Super Deluxe,3,Married,2,1,5,1,1,AVP,32448,0
35,Self Enquiry,1,22,Salaried,Male,3,3,Standard,3,Married,5,1,1,0,0,Senior Manager,22632,0
42,Company Invited,3,18,Salaried,Male,2,3,Super Deluxe,5,Single,1,1,5,1,1,AVP,28758,1
33,Self Enquiry,3,15,Small Business,Male,3,2,Deluxe,3,Divorced,3,0,5,0,1,Manager,24887,0
30,Self Enquiry,1,8,Small Business,Female,2,4,Deluxe,3,Unmarried,6,1,1,1,1,Manager,21877,0
35,Company Invited,1,24,Salaried,Male,2,3,Standard,3,Unmarried,3,0,3,0,0,Senior Manager,24362,0
29,Company Invited,3,20,Large Business,Female,3,4,Deluxe,4,Unmarried,7,0,3,1,1,Manager,22545,1
28,Self Enquiry,1,7,Salaried,Female,4,4,Standard,5,Divorced,3,0,4,1,3,Senior Manager,26090,0
29,Self Enquiry,2,19,Salaried,Male,2,4,Basic,5,Married,5,1,5,1,1,Executive,17335,1
26,Self Enquiry,3,15,Salaried,Male,3,3,Deluxe,4,Divorced,2,0,4,0,1,Manager,23529,0
53,Company Invited,1,32,Small Business,Female,3,5,Super Deluxe,3,Divorced,5,0,5,0,2,AVP,32504,0
33,Self Enquiry,3,7,Salaried,Male,3,6,Deluxe,4,Unmarried,8,0,3,0,2,Manager,25413,1
38,Company Invited,1,32,Small Business,Female,4,4,Deluxe,3,Married,5,1,3,1,3,Manager,23127,0
31,Company Invited,3,19,Salaried,Male,4,5,Basic,5,Married,3,0,5,1,3,Executive,20711,1
24,Self Enquiry,1,23,Salaried,Female,3,3,Basic,4,Divorced,2,0,2,0,1,Executive,17210,1
51,Company Invited,3,7,Salaried,Male,4,4,Deluxe,3,Married,2,0,3,1,2,Manager,25406,1
40,Self Enquiry,1,15,Salaried,Male,2,3,Basic,5,Single,4,0,1,1,1,Executive,17018,1
26,Self Enquiry,2,27,Small Business,Female,4,4,Basic,4,Married,2,1,3,0,2,Executive,22347,1
44,Self Enquiry,3,15,Salaried,Male,3,4,Basic,5,Married,4,0,1,1,2,Executive,34190,1
50,Self Enquiry,1,7,Large Business,Female,3,4,Basic,5,Divorced,4,0,4,1,1,Executive,22258,0
37,Company Invited,3,6,Small Business,Male,2,5,Deluxe,3,Married,2,0,1,0,1,Manager,24525,0
33,Self Enquiry,1,7,Salaried,Male,4,5,Basic,3,Unmarried,2,1,5,0,3,Executive,22408,1
48,Self Enquiry,1,6,Salaried,Male,3,4,Standard,3,Single,1,1,5,0,0,Senior Manager,20381,1
24,Self Enquiry,1,27,Large Business,Male,2,4,Basic,5,Married,1,0,3,0,0,Executive,17296,0
32,Self Enquiry,3,20,Small Business,Male,3,4,Deluxe,5,Married,4,0,1,0,2,Manager,22911,1
43,Company Invited,1,26,Small Business,Male,3,3,Basic,3,Married,8,1,3,1,2,Executive,21437,1
31,Self Enquiry,3,19,Small Business,Male,3,4,Deluxe,5,Married,6,1,1,1,0,Manager,17302,1
58,Self Enquiry,3,36,Small Business,Male,3,5,Super Deluxe,3,Married,5,0,3,1,1,AVP,32796,0
37,Self Enquiry,1,16,Small Business,Male,3,5,Deluxe,4,Married,4,1,4,1,1,Manager,27525,0
25,Self Enquiry,1,13,Small Business,Male,3,4,Basic,3,Married,2,0,1,0,2,Executive,17889,0
42,Self Enquiry,1,8,Small Business,Female,2,4,Basic,5,Married,1,1,4,1,0,Executive,17593,0
50,Self Enquiry,3,9,Small Business,Male,2,4,Basic,3,Married,2,1,4,1,1,Executive,17683,1
32,Self Enquiry,3,20,Small Business,Male,4,5,Deluxe,5,Married,7,1,1,1,1,Manager,20980,1
58,Company Invited,1,8,Salaried,Male,2,4,Basic,3,Married,1,1,2,0,0,Executive,17380,1
31,Company Invited,1,11,Large Business,Male,3,4,Basic,3,Single,20,1,4,1,2,Executive,20963,1
33,Company Invited,3,23,Salaried,Male,2,3,Super Deluxe,3,Single,2,0,3,1,0,AVP,32444,0
41,Self Enquiry,1,15,Small Business,Male,4,5,Basic,3,Unmarried,3,1,4,1,3,Executive,27772,1
21,Self Enquiry,1,11,Large Business,Male,3,4,Basic,5,Unmarried,3,0,3,1,2,Executive,21651,1
30,Self Enquiry,1,15,Small Business,Male,4,5,Deluxe,3,Divorced,3,1,3,0,1,Manager,23734,0
21,Self Enquiry,1,6,Large Business,Female,3,4,Basic,4,Single,2,1,5,1,1,Executive,17070,0
37,Self Enquiry,1,13,Small Business,Male,1,3,Standard,3,Single,5,0,2,0,0,Senior Manager,28664,0
27,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,1,1,1,Manager,24506,1
35,Company Invited,1,8,Salaried,Female,3,3,Deluxe,5,Married,3,0,4,0,0,Manager,20093,0
20,Company Invited,3,7,Large Business,Female,4,6,Basic,5,Single,2,0,3,1,1,Executive,21003,1
29,Company Invited,3,30,Large Business,Male,2,1,Basic,5,Single,2,0,3,1,1,Executive,16091,1
37,Self Enquiry,3,9,Salaried,Male,4,4,Basic,3,Unmarried,5,1,3,0,1,Executive,21322,0
19,Self Enquiry,3,28,Small Business,Male,2,3,Basic,3,Single,2,1,1,1,0,Executive,16675,1
35,Self Enquiry,3,21,Small Business,Male,2,5,Deluxe,3,Married,7,1,1,1,1,Manager,20440,1
52,Self Enquiry,3,31,Small Business,Female,3,5,Deluxe,4,Unmarried,2,1,5,1,2,Manager,21516,1
45,Self Enquiry,1,9,Salaried,Female,4,2,Basic,3,Divorced,3,0,4,1,1,Executive,20689,0
53,Company Invited,1,26,Small Business,Male,3,4,Basic,3,Divorced,2,0,3,1,1,Executive,22936,0
20,Company Invited,1,12,Salaried,Female,3,4,Basic,3,Single,2,1,1,0,0,Executive,17926,1
21,Company Invited,3,24,Small Business,Female,3,3,Deluxe,3,Married,1,1,5,0,1,Manager,17625,1
51,Company Invited,1,14,Salaried,Male,2,5,Standard,3,Unmarried,3,0,2,0,1,Senior Manager,25650,1
35,Self Enquiry,3,16,Small Business,Male,3,4,Standard,3,Married,6,0,3,1,2,Senior Manager,23168,1
26,Self Enquiry,1,11,Large Business,Male,3,4,Basic,3,Divorced,3,1,3,1,1,Executive,22369,1
24,Self Enquiry,1,29,Small Business,Male,2,2,Basic,3,Divorced,2,1,4,0,1,Executive,17725,0
27,Company Invited,3,8,Salaried,Male,2,5,Deluxe,3,Single,4,0,4,1,1,Manager,20071,0
20,Company Invited,1,17,Small Business,Female,4,5,Basic,4,Single,3,1,5,1,2,Executive,20537,1
44,Self Enquiry,1,29,Small Business,Male,3,3,Basic,5,Single,1,0,3,0,2,Executive,33213,1
28,Self Enquiry,1,18,Salaried,Female,3,3,Basic,3,Divorced,2,1,4,1,0,Executive,17515,1
31,Company Invited,1,10,Small Business,Female,4,4,Basic,3,Married,3,0,3,1,2,Executive,20761,0
59,Self Enquiry,1,9,Large Business,Male,3,4,Basic,3,Single,6,0,2,1,2,Executive,21157,1
37,Company Invited,3,10,Small Business,Male,3,5,Standard,3,Married,6,0,1,0,1,Senior Manager,28377,0
30,Self Enquiry,1,28,Salaried,Female,3,2,Standard,5,Married,3,0,5,1,2,Senior Manager,28658,0
37,Self Enquiry,3,23,Small Business,Female,4,5,Deluxe,5,Divorced,6,0,5,1,1,Manager,24325,0
42,Self Enquiry,3,13,Salaried,Female,4,4,Standard,3,Single,5,1,1,0,1,Senior Manager,32269,0
42,Company Invited,1,12,Salaried,Male,4,5,Basic,5,Married,8,0,3,0,2,Executive,20785,1
33,Self Enquiry,1,20,Small Business,Female,3,3,Basic,4,Divorced,2,0,5,0,0,Executive,17756,0
34,Company Invited,1,8,Salaried,Male,2,4,Deluxe,3,Married,2,0,4,0,1,Manager,24547,0
34,Self Enquiry,1,21,Small Business,Male,3,4,Basic,3,Married,7,1,1,1,2,Executive,21114,1
53,Self Enquiry,1,9,Small Business,Male,2,3,Super Deluxe,3,Divorced,4,1,5,0,0,AVP,32584,0
29,Self Enquiry,1,9,Salaried,Male,4,4,Basic,3,Unmarried,4,0,4,0,2,Executive,22163,1
49,Self Enquiry,3,36,Small Business,Female,4,4,Standard,3,Married,5,0,4,0,2,Senior Manager,31182,0
60,Self Enquiry,1,25,Small Business,Male,4,4,Standard,3,Single,8,0,3,1,2,Senior Manager,29190,0
40,Self Enquiry,3,15,Small Business,Male,2,3,Deluxe,5,Married,1,0,3,1,1,Manager,20473,0
37,Self Enquiry,1,19,Small Business,Fe Male,3,5,Standard,3,Unmarried,2,0,2,1,1,Senior Manager,27536,0
39,Self Enquiry,3,9,Small Business,Female,2,3,Deluxe,3,Married,5,1,4,1,1,Manager,20238,1
37,Self Enquiry,3,17,Small Business,Male,3,5,Standard,5,Married,2,0,5,0,1,Senior Manager,25772,1
58,Self Enquiry,1,8,Large Business,Female,3,4,Standard,3,Married,1,0,5,0,0,Senior Manager,17372,1
28,Self Enquiry,1,14,Salaried,Female,2,4,Basic,4,Single,2,0,4,0,1,Executive,17154,1
21,Self Enquiry,3,9,Small Business,Female,3,5,Basic,3,Single,3,0,4,0,2,Executive,20722,1
43,Company Invited,1,26,Small Business,Male,3,3,Basic,3,Married,8,1,3,1,2,Executive,21437,1
52,Self Enquiry,1,11,Salaried,Male,3,4,Basic,3,Married,2,1,1,0,1,Executive,21139,1
45,Self Enquiry,2,10,Salaried,Female,2,5,Standard,3,Married,5,0,1,1,1,Senior Manager,24756,0
57,Self Enquiry,1,14,Salaried,Male,3,6,Standard,3,Unmarried,6,0,1,0,1,Senior Manager,25938,0
38,Self Enquiry,2,13,Salaried,Male,4,4,Basic,5,Married,6,1,1,0,3,Executive,20751,1
50,Self Enquiry,1,10,Small Business,Female,3,5,Deluxe,5,Divorced,6,0,3,1,2,Manager,23467,0
33,Self Enquiry,1,6,Salaried,Male,3,4,Basic,5,Single,4,1,4,1,1,Executive,17799,0
32,Company Invited,1,12,Small Business,Male,4,4,Deluxe,5,Single,2,0,1,0,3,Manager,28614,0
45,Self Enquiry,1,13,Salaried,Male,2,3,Standard,5,Married,3,0,3,0,0,Senior Manager,24724,0
50,Company Invited,3,18,Salaried,Male,2,3,Deluxe,3,Single,4,1,3,1,1,Manager,31880,1
23,Self Enquiry,1,12,Salaried,Male,3,1,Basic,5,Divorced,2,1,3,1,2,Executive,16601,1
44,Self Enquiry,3,6,Small Business,Female,3,3,Deluxe,5,Married,6,1,1,1,1,Manager,20454,0
35,Self Enquiry,1,9,Salaried,Male,4,5,Basic,3,Married,5,0,5,1,3,Executive,21446,0
25,Company Invited,1,14,Salaried,Female,3,4,Basic,3,Married,3,1,4,0,1,Executive,21564,1
53,Self Enquiry,1,15,Small Business,Male,3,5,Deluxe,4,Married,4,0,1,1,1,Manager,23619,1
43,Company Invited,3,19,Salaried,Male,3,4,Super Deluxe,5,Single,2,1,5,1,2,AVP,32436,1
41,Company Invited,1,11,Salaried,Male,3,4,Basic,5,Married,7,0,3,1,0,Executive,17107,1
22,Company Invited,3,7,Large Business,Female,3,5,Basic,4,Single,3,1,5,1,2,Executive,20852,1
38,Self Enquiry,2,13,Salaried,Male,4,4,Basic,5,Married,6,1,2,1,1,Executive,20751,1
45,Self Enquiry,3,8,Salaried,Male,3,6,Deluxe,4,Single,8,0,3,0,2,Manager,21040,1
29,Self Enquiry,1,13,Large Business,Female,2,3,Basic,3,Married,4,1,4,1,0,Executive,31124,1
44,Self Enquiry,1,9,Salaried,Male,2,3,Basic,5,Divorced,5,0,5,1,1,Executive,17362,1
37,Self Enquiry,1,19,Salaried,Female,4,4,Deluxe,3,Married,2,1,1,0,3,Manager,23341,0
48,Company Invited,3,16,Salaried,Male,3,6,Super Deluxe,3,Married,2,0,5,1,2,AVP,31614,1
37,Self Enquiry,2,20,Salaried,Male,3,5,Basic,5,Married,6,1,5,1,2,Executive,23317,1
31,Self Enquiry,1,29,Salaried,Female,3,4,Basic,3,Divorced,6,1,2,0,2,Executive,20810,1
36,Self Enquiry,1,13,Salaried,Male,3,6,Deluxe,3,Unmarried,3,0,5,1,1,Manager,25324,0
42,Company Invited,1,7,Salaried,Female,3,1,Standard,4,Single,2,0,3,1,0,Senior Manager,17372,1
31,Company Invited,1,26,Salaried,Male,3,3,Standard,3,Divorced,4,0,3,1,0,Senior Manager,24824,1
27,Self Enquiry,3,17,Small Business,Female,3,1,Basic,3,Divorced,1,0,3,1,1,Executive,17534,0
21,Self Enquiry,1,18,Small Business,Female,4,5,Basic,5,Unmarried,3,1,3,0,2,Executive,21278,1
30,Self Enquiry,1,7,Large Business,Male,3,4,Basic,3,Single,2,0,2,0,1,Executive,20736,1
29,Self Enquiry,3,33,Small Business,Female,2,3,Standard,3,Divorced,2,0,3,1,1,Senior Manager,22639,1
34,Company Invited,3,25,Small Business,Male,3,2,Deluxe,3,Single,1,1,2,1,2,Manager,20304,1
29,Self Enquiry,3,29,Salaried,Female,2,4,Standard,5,Divorced,2,0,3,0,0,Senior Manager,22336,1
31,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Single,3,0,3,0,1,Executive,30594,1
35,Self Enquiry,3,16,Salaried,Female,4,4,Deluxe,3,Married,3,0,1,0,1,Manager,24392,0
30,Self Enquiry,1,14,Salaried,Male,3,4,Deluxe,3,Married,3,1,3,0,1,Manager,25301,0
42,Company Invited,1,9,Salaried,Fe Male,4,5,Deluxe,3,Unmarried,4,1,2,0,1,Manager,25489,0
45,Self Enquiry,1,17,Salaried,Male,4,4,Basic,3,Unmarried,3,1,3,1,1,Executive,21614,1
36,Self Enquiry,1,30,Small Business,Female,2,4,Basic,5,Married,5,1,4,0,1,Executive,22692,0
55,Self Enquiry,3,32,Small Business,Male,2,4,King,3,Married,2,0,3,1,1,VP,34586,0
40,Self Enquiry,1,8,Small Business,Male,2,3,King,3,Married,1,0,5,1,0,VP,34436,0
39,Self Enquiry,1,8,Salaried,Female,3,3,Basic,5,Married,2,1,1,1,0,Executive,32123,1
42,Self Enquiry,3,7,Salaried,Fe Male,4,4,Deluxe,3,Unmarried,2,1,2,1,1,Manager,24671,1
28,Company Invited,2,29,Salaried,Female,3,5,Basic,4,Married,3,0,1,1,1,Executive,21541,1
55,Company Invited,3,8,Salaried,Fe Male,2,4,Basic,3,Single,1,0,5,0,0,Executive,28577,1
28,Self Enquiry,3,30,Small Business,Female,3,5,Deluxe,3,Married,3,0,1,1,2,Manager,22218,0
52,Self Enquiry,1,9,Small Business,Male,3,6,Deluxe,4,Married,7,0,2,0,1,Manager,24160,0
30,Self Enquiry,3,13,Small Business,Male,2,3,Basic,4,Single,1,0,2,1,0,Executive,17983,0
30,Self Enquiry,1,32,Large Business,Female,4,5,Basic,4,Married,7,0,3,1,3,Executive,21224,1
28,Self Enquiry,3,9,Small Business,Male,3,4,Basic,5,Married,2,0,5,1,2,Executive,21719,1
46,Company Invited,3,33,Salaried,Female,4,4,Deluxe,5,Married,4,0,1,0,3,Manager,22964,1
52,Company Invited,1,31,Small Business,Female,2,4,Super Deluxe,3,Divorced,4,0,5,0,1,AVP,28826,0
34,Self Enquiry,3,23,Small Business,Fe Male,4,4,Deluxe,5,Unmarried,7,0,3,1,1,Manager,24002,1
33,Self Enquiry,3,13,Small Business,Male,3,4,Deluxe,3,Unmarried,3,0,5,1,2,Manager,23688,0
29,Self Enquiry,1,19,Salaried,Female,4,4,Basic,3,Divorced,3,1,4,1,1,Executive,21193,1
32,Self Enquiry,3,14,Large Business,Female,3,4,Deluxe,4,Divorced,2,1,2,1,0,Manager,20228,0
40,Self Enquiry,3,11,Salaried,Female,3,5,Deluxe,3,Married,6,0,5,1,2,Manager,24580,0
32,Self Enquiry,1,8,Large Business,Male,3,3,Basic,5,Single,2,0,1,1,1,Executive,17439,0
48,Self Enquiry,3,21,Small Business,Female,4,4,Deluxe,3,Divorced,5,1,5,1,1,Manager,23269,0
30,Self Enquiry,1,13,Small Business,Male,2,4,Basic,4,Married,2,0,5,0,0,Executive,17141,0
53,Self Enquiry,1,12,Salaried,Male,2,3,Deluxe,3,Single,3,0,5,1,0,Manager,17450,0
29,Self Enquiry,1,14,Salaried,Male,3,5,Basic,5,Married,2,1,3,0,1,Executive,17119,1
35,Self Enquiry,1,9,Salaried,Male,3,5,Deluxe,5,Married,8,0,4,0,2,Manager,24635,0
27,Self Enquiry,1,31,Large Business,Male,4,6,Basic,3,Single,3,1,3,0,2,Executive,21018,1
34,Self Enquiry,3,16,Small Business,Fe Male,4,4,Deluxe,5,Unmarried,2,1,3,0,2,Manager,26902,1
38,Self Enquiry,3,15,Small Business,Male,3,4,Basic,4,Married,1,0,4,0,2,Executive,17899,0
45,Self Enquiry,2,7,Small Business,Male,4,5,Standard,5,Divorced,2,0,4,1,1,Senior Manager,29160,1
28,Self Enquiry,1,21,Salaried,Male,3,4,Basic,5,Divorced,3,1,4,1,1,Executive,20913,0
37,Self Enquiry,3,16,Salaried,Male,3,5,Basic,5,Unmarried,2,0,1,0,1,Executive,22085,1
28,Self Enquiry,3,9,Small Business,Male,3,4,Basic,5,Married,2,0,5,0,2,Executive,21719,1
29,Self Enquiry,1,6,Salaried,Female,2,4,Basic,5,Divorced,2,1,2,0,0,Executive,17319,1
50,Self Enquiry,3,18,Small Business,Female,4,4,Deluxe,3,Unmarried,5,0,4,0,2,Manager,23185,0
21,Self Enquiry,1,11,Large Business,Male,3,4,Basic,5,Unmarried,3,0,3,1,2,Executive,21651,1
36,Self Enquiry,1,15,Small Business,Male,2,4,Deluxe,4,Married,3,1,4,1,0,Manager,23847,0
38,Company Invited,1,17,Small Business,Male,4,4,Standard,3,Married,8,0,3,1,3,Senior Manager,28726,1
26,Company Invited,1,9,Salaried,Male,4,2,Deluxe,3,Married,3,0,1,0,2,Manager,23884,0
29,Self Enquiry,1,29,Salaried,Male,2,3,Basic,3,Single,1,0,3,0,0,Executive,17201,0
18,Self Enquiry,3,15,Small Business,Male,2,3,Basic,3,Single,2,0,5,0,1,Executive,16611,1
45,Self Enquiry,1,34,Large Business,Female,2,4,Super Deluxe,4,Single,2,0,3,1,0,AVP,31704,0
50,Self Enquiry,1,13,Small Business,Female,2,4,King,3,Married,6,1,4,1,1,VP,33740,0
25,Self Enquiry,3,25,Small Business,Male,2,4,Basic,4,Married,2,1,1,0,1,Executive,17413,1
36,Self Enquiry,1,18,Small Business,Fe Male,2,4,Standard,3,Unmarried,1,0,2,1,0,Senior Manager,23858,0
26,Company Invited,2,23,Salaried,Female,2,3,Basic,3,Married,1,1,5,0,1,Executive,17741,1
53,Self Enquiry,3,13,Small Business,Female,3,4,Standard,3,Divorced,1,1,2,0,0,Senior Manager,25934,0
28,Self Enquiry,1,8,Salaried,Male,3,4,Basic,4,Divorced,1,0,2,0,2,Executive,18201,0
29,Company Invited,1,20,Salaried,Female,2,3,Standard,3,Unmarried,1,1,5,1,0,Senior Manager,22553,1
35,Self Enquiry,3,23,Salaried,Male,3,3,Deluxe,5,Divorced,4,1,3,1,1,Manager,23966,0
26,Self Enquiry,1,9,Salaried,Female,2,3,Basic,3,Married,2,0,3,1,1,Executive,17061,0
27,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,1,1,1,Manager,24506,1
41,Self Enquiry,1,18,Large Business,Female,2,3,King,3,Divorced,2,0,4,1,0,VP,34545,1
34,Self Enquiry,1,12,Small Business,Male,2,3,Basic,5,Single,3,0,2,1,1,Executive,17960,1
41,Self Enquiry,3,26,Small Business,Female,3,3,Basic,4,Single,2,1,4,0,1,Executive,18140,1
29,Self Enquiry,1,24,Small Business,Male,2,4,Basic,3,Single,2,1,3,0,1,Executive,17389,1
31,Company Invited,1,12,Small Business,Female,3,4,Basic,4,Single,2,0,3,0,1,Executive,21100,1
20,Self Enquiry,3,8,Small Business,Female,2,4,Basic,3,Single,2,0,4,0,1,Executive,17044,1
28,Self Enquiry,1,11,Salaried,Male,3,2,Deluxe,4,Married,3,1,4,1,1,Manager,24820,0
36,Company Invited,3,14,Large Business,Male,2,3,Deluxe,3,Married,5,0,3,1,0,Manager,20079,0
38,Self Enquiry,1,18,Small Business,Female,4,6,Deluxe,4,Divorced,7,0,4,1,1,Manager,23455,1
52,Self Enquiry,1,9,Small Business,Male,2,4,Standard,3,Divorced,3,1,2,0,0,Senior Manager,22969,0
31,Self Enquiry,3,13,Small Business,Male,3,3,Deluxe,3,Married,5,0,1,0,0,Manager,22547,0
27,Company Invited,1,10,Large Business,Male,4,4,Basic,5,Unmarried,2,0,3,0,3,Executive,21780,1
41,Company Invited,3,10,Small Business,Male,2,3,Deluxe,4,Unmarried,2,0,3,1,0,Manager,24355,1
34,Company Invited,3,8,Small Business,Female,3,3,Basic,3,Divorced,7,0,5,1,2,Executive,17231,0
41,Self Enquiry,1,8,Salaried,Female,2,5,Basic,3,Married,5,1,3,0,1,Executive,17778,1
37,Self Enquiry,3,6,Salaried,Male,2,4,Standard,3,Married,6,0,1,1,1,Senior Manager,25609,1
32,Self Enquiry,1,8,Salaried,Male,3,3,Basic,4,Single,2,0,3,1,1,Executive,16393,1
32,Company Invited,1,10,Small Business,Male,4,4,Standard,3,Married,2,0,4,1,1,Senior Manager,32353,0
28,Self Enquiry,1,15,Small Business,Female,4,4,Basic,3,Unmarried,3,0,4,1,3,Executive,22123,0
36,Self Enquiry,1,25,Salaried,Male,3,2,Deluxe,5,Married,3,0,3,0,2,Manager,23886,0
42,Self Enquiry,1,12,Small Business,Male,2,3,Standard,5,Married,1,0,3,1,0,Senior Manager,28348,0
45,Self Enquiry,3,7,Salaried,Male,3,4,Deluxe,5,Married,2,0,4,1,2,Manager,33061,1
33,Self Enquiry,1,32,Salaried,Male,3,4,Basic,3,Unmarried,3,1,5,1,1,Executive,21473,1
37,Company Invited,1,10,Large Business,Male,3,4,Basic,4,Married,3,0,3,0,2,Executive,22370,0
46,Self Enquiry,1,13,Small Business,Male,3,3,Standard,3,Married,7,0,1,1,1,Senior Manager,25845,0
51,Self Enquiry,3,30,Small Business,Female,2,4,Deluxe,4,Single,1,1,5,1,1,Manager,17838,1
43,Self Enquiry,3,11,Small Business,Male,3,4,Deluxe,5,Unmarried,2,0,5,1,1,Manager,23833,0
35,Company Invited,1,8,Salaried,Female,3,3,Deluxe,5,Married,3,0,4,1,2,Manager,20093,0
29,Self Enquiry,3,33,Small Business,Female,2,3,Standard,3,Married,2,0,3,0,0,Senior Manager,22639,1
29,Self Enquiry,1,7,Salaried,Female,4,6,Basic,4,Single,2,1,2,1,1,Executive,20894,1
27,Self Enquiry,1,11,Large Business,Male,2,4,Standard,3,Married,2,1,3,0,0,Senior Manager,27808,0
28,Self Enquiry,1,27,Small Business,Male,2,3,Basic,3,Divorced,2,0,2,0,0,Executive,17713,0
42,Self Enquiry,3,11,Small Business,Male,2,3,King,3,Divorced,7,0,4,0,1,VP,33303,0
36,Self Enquiry,1,9,Salaried,Male,3,5,Standard,4,Married,4,0,4,1,1,Senior Manager,28952,0
35,Self Enquiry,3,16,Salaried,Female,4,4,Deluxe,3,Divorced,3,0,2,1,3,Manager,24392,0
26,Self Enquiry,1,11,Large Business,Male,3,4,Basic,3,Divorced,3,1,3,1,1,Executive,22369,1
37,Self Enquiry,2,12,Salaried,Male,3,3,Basic,5,Married,5,1,2,1,0,Executive,17073,1
44,Company Invited,1,9,Salaried,Male,4,4,Basic,3,Married,8,1,3,0,1,Executive,28909,1
30,Self Enquiry,1,14,Large Business,Female,3,4,Basic,3,Married,5,1,4,1,2,Executive,22017,1
44,Self Enquiry,1,16,Salaried,Male,3,3,Basic,3,Single,2,1,3,1,0,Executive,17936,1
19,Self Enquiry,3,16,Small Business,Male,3,4,Basic,3,Single,3,0,5,0,2,Executive,20289,1
35,Self Enquiry,1,15,Small Business,Male,2,3,Deluxe,3,Single,2,0,4,0,1,Manager,20098,0
30,Self Enquiry,1,30,Salaried,Male,3,3,Basic,3,Married,2,0,3,1,2,Executive,17693,0
40,Self Enquiry,3,28,Small Business,Male,3,4,Deluxe,3,Divorced,3,1,3,1,1,Manager,21380,1
36,Company Invited,1,24,Small Business,Female,3,3,Basic,3,Single,2,0,3,1,2,Executive,17153,0
34,Self Enquiry,1,12,Small Business,Male,2,3,Basic,5,Single,3,0,4,0,0,Executive,17960,1
54,Company Invited,1,17,Small Business,Female,2,3,Super Deluxe,3,Married,4,0,3,1,0,AVP,31032,0
35,Self Enquiry,1,29,Salaried,Male,2,4,Deluxe,3,Divorced,4,1,4,1,1,Manager,20916,1
56,Self Enquiry,1,27,Large Business,Male,3,4,Deluxe,3,Married,5,1,1,0,1,Manager,24093,0
39,Self Enquiry,3,14,Small Business,Female,3,2,Deluxe,5,Married,3,1,3,1,2,Manager,24283,0
35,Company Invited,2,30,Salaried,Female,3,4,Standard,5,Married,2,1,3,1,1,Senior Manager,28628,1
